IDENTIFIER	GSM19023	GSM19024	GSM19025	GSM19026
PIAS2	1141.7	1111.6	795.4	727.8
SLC1A4	870.1	983.3	1088	1133.2
AW112010	1333.6	1959.4	1593.7	1567.4
HSPA1B	944.7	1077.4	1712.9	1546.8
AI847906	896.5	1044	648	423.2
ANK	3522.6	2957.6	6398.1	5786.8
FAM20C	440.8	669.6	783.8	673
PKD2	863.8	605.3	1712.8	1879.2
STIM1	2000.4	1933.4	1361.6	1443
TIMELESS	1313.3	1795	1051.2	1320
AGFG1	684.6	1144.1	735.7	949.3
UBE2T	472.7	663.9	342.8	595.3
KL	17.6	7.3	10.6	13.5
SSBP1	1771.5	2275.7	1958	1737.5
SPATA13	6787.4	5035	2121.4	1848.1
S100A13	8182.7	6925.2	8811.5	8620.5
S100A13	6566.5	5299.2	5502.9	4957.7
KCNH2	1719.2	1850.3	3637.6	3362.8
NAB2	844.5	855	640.7	528.4
PNKD	1166.8	927.8	1458.7	1552.2
VTI1B	4324.2	3863.5	4825.6	4386.5
COX8C	1779.6	2905	2242.6	2944.6
SERPIND1	28.2	230.2	194.1	73.4
SLC27A2	230.5	250.5	358.3	242.4
CSTF3	806.4	907.4	239.2	281.3
AKT1	3311.5	3043.7	3107	3532.1
TEAD3	40.6	34.8	60.6	71.5
CCL27B	390.6	258.8	406.9	528.2
CCL27B	176.3	270.7	420.3	503.6
SSBP4	1197.5	965.6	1132.8	1220.2
SSBP4	222.4	93.8	74.7	63.3
PTPN9	1551	1132.4	2151.2	1843.3
PDK1	3007.5	3704.6	2454.2	2259.1
FRG1	1325.7	1083.8	993.8	886.2
RNF138	1306.7	1710.6	779.9	622.2
ROCK1	1368.1	1713.9	1005	1472.4
IFIT1	591.8	536.1	307.1	327.6
KCTD9	566.4	527.7	840.4	1213.2
PREP	709.7	514.2	296.7	429.7
ATF1	5600.3	5797.2	4861.8	4605.7
SIAH1A	1031.2	1292.9	1076.7	1107.4
FHL2	23065.4	22162.8	40842.3	41986.6
HSPBP1	1340.7	1378	1130.3	1404.3
BCL2L11	3197	3601.2	2592.3	2564.6
ITGB1BP1	1367.9	1464.2	1774	1945.5
ITGB1BP1	2571.8	2160.8	2165.9	2048.6
ITGB1BP1	772.6	747.2	942.1	975.8
PHC1	627.7	661.1	511.3	537.9
AATK	825.8	886.9	1120.5	841.9
CIZ1	77.7	11.6	75.8	15.4
AGPAT6	84	16.9	18.3	114.2
DES	1640.7	2037.2	2982.3	3356.9
H2-AB1	4457.6	5169.6	1277.3	1939.9
OAZ2	3639.2	3563.8	6578.2	6649.4
WLS	2721.9	2687.8	2352.3	2183
AZIN1	4007.3	4862.6	5745.5	5589.4
SRSF3	338.3	557.3	218	356.2
SRSF3	3465.4	6805.3	2047.5	2093.2
ACAT2	556.2	423.6	225.6	318.1
MKNK2	4538.4	3713.6	7792.4	7598.3
TCERG1	603.5	734.7	509.3	570.8
KRT8	3975.3	3247.1	1126.1	1053.3
MYBBP1A	84.9	85.6	93.6	239.4
CCT4	10569.5	9439.1	7182.7	7272.9
OAZ1-PS	43716.4	40674.1	42165.5	48239.7
IFNAR2	805.6	1203.9	690.1	885.2
IFNAR2	1329.2	1227.4	1127.9	1016.8
ARF1	22586.4	19118.5	23620.9	23494.3
CDK4	1000.7	1564.1	771.9	706.2
CTSC	1639.6	2184	966.6	1183.6
CTSC	1438.1	1465.4	857.1	881.2
SRSF1	101.3	98.3	192.5	133.6
SDHAF1	3696.2	3456.4	5681	5018.3
SPRR2A2	793.8	760.2	605.7	170.9
SPRR2A2	1070.6	899.8	829.5	735.9
PTTG1	111.3	156.3	81.4	17.8
PTTG1	4352.6	3231.3	1799.6	2283.3
ACTC1	57036.8	56669.8	74178.2	79686.1
ACTC1	77222.2	65519	92907.8	87080.9
RHOB	4616.4	6713.3	17500.6	17959.3
SURF1	1781.8	2026.1	2202.6	2534.7
NUDC	64.8	249.4	189.9	166.4
GRB2	1498	1638	1867.7	2625.6
API5	1809.5	1695.3	1465.4	1337.8
TOMM20	1334.9	1033.1	1021.8	886.1
ABI1	519.6	552.7	518.1	400.8
COL4A2	4833.9	4298.7	10326.1	9255.7
CAPN2	1331.1	694.6	1128.2	872.7
KRT14	31	154.1	31.3	46.9
PEPD	2046.1	2119.8	1206.1	1450.7
TRY5	136.8	287.2	257.9	254.3
ALAD	6728.2	5698.5	6238.1	6328.6
HSD17B10	5867.3	5960.4	7840.3	7574.5
VIM	180.4	326.9	229.1	351.4
CD99	4955.1	4166.5	6613.6	6167.9
PTPRC	4609.8	8571.2	655.9	734.1
LOC630855	161	309	139.7	758.2
RFK	1635.1	2170.4	3045	2562.3
S100A3	449	536.1	457.9	626.8
S100A3	67.7	66.7	36.3	28.5
PRPF6	2546.8	3070.3	2625.7	3041.9
CD74	34032.5	29486	16657.9	15441.5
CTSA	3065.4	2516.3	4007.1	3539.8
RDX	5641.6	5463.6	5522.4	4753.9
A430005L14RIK	1344.7	1901.5	1089.3	1311.8
AMY1	669.5	711	657.8	760.3
NDN	965.6	703.7	1280.8	1386.1
PDIA3	4044.9	4882.1	2857	3163
SSR2	2229	1731.8	926.1	790.5
HMOX2	512.1	682.1	656.1	581.9
TNNC1	62863.3	56690	92231.8	97385.7
PLRG1	2577.6	2098.6	1466.8	1657.9
PCNA	12922	13751.7	3959.2	3379.6
MRPL24	6861.9	5597.4	7978.8	6054.9
MKRN1	824	902.4	688.5	1026.9
MKRN1	9440.7	8015.1	11495	12065
MKRN1	1316.7	1167.3	2192.5	1356.1
MYH6	97751.9	87078.2	122362	120639
EIF4EBP2	6168	5685	9129.9	9002.8
LRP1	1584.8	2162.2	3784.8	3561
DDOST	1069.6	1081	912.6	1219.7
AGR2	121	203	275.7	202.1
AGR2	52.5	163.2	181.9	134.6
SLC4A1	530.2	716.8	1175.2	1246.9
BSG	24418.8	19490	41369.4	39425.2
NXF1	1944.6	1661.7	951.6	968.3
COL5A1	533.6	536.8	727.9	708.8
CTBP1	6624.9	6901.4	8037	7970
ME1	2975.7	3895.3	3107.6	3358.2
LSM2	1616.5	1608	790	838.5
DPM3	4009	3673.8	3126.3	2660.9
MRPS24	3304.2	3617.4	4533.8	3734.7
CNBP	20052	15570.7	20365.7	12425.7
CNBP	65.7	47.4	108.1	78
CNBP	8540.8	11353.2	8173.3	9478.8
PDLIM3	662.9	692.5	1403.2	1310
FBN1	1781.1	1662.9	2656.5	2453
SUMO1	8549.2	8148.8	7262	6233.7
COL4A1	5936.6	5317.5	9486.5	8855.4
HIGD1A	1537	1649.9	2062.2	1777.1
MFAP2	317.8	545.7	624.9	774.2
HAX1	1416.2	1299.8	1036.9	954.1
MRPL21	2300.3	2555.9	3604.8	2618.5
NSG1	32.5	10.7	17.9	33.6
PPP2CB	4844.3	4268.9	4182.7	3731.9
IGBP1	2407.2	1893.3	1829	1755.3
CYP4A14	157.7	73.2	177.5	199.1
DSCR3	1576.9	1272.5	1563	1300.3
BANF1	11879.7	11442.3	8381.6	7955.2
G3BP2	2728	2656.5	1986	2093.9
CALU	4789.4	3739.7	6390.2	6061.9
NASP	584.1	813.2	98.7	254.3
DAG1	6991.7	6697.5	14961.4	15337.5
COL6A3	2019.6	1682	2954.2	3196.4
RHOA	420.5	585.7	400.5	466.6
RHOA	6975.9	7251.6	7578.6	7445.2
RHOA	6754	4840.6	7573.3	5319.6
SRPRB	185.3	85.3	200.9	183.4
LTF	894.1	919.1	1351.9	912.2
AA511245	25.4	47.3	90.1	91.3
AA511261	9	11	27.4	16.3
AA511266	469.9	569.7	106.4	138.6
AA517650	97.7	108.6	43.4	95
AA517731	35.1	46.6	18.8	43.2
AA517747	22.5	43.3	91.2	30.5
EPHA6	129.7	124.1	47.4	184.8
ITM2B	19593.1	19110.9	21646.3	19974.2
101124_AT	13.1	33.7	22.9	44
HYOU1	17	5.2	9.5	7.4
AA545222	27.4	35.6	2.8	28
VSX2	92.2	35.6	187.7	166.6
CACNA1S	318	318	390.1	174.5
RPL5	48362.1	50128.5	38802.4	40196.5
COL1A2	2994.8	3039	4541.8	4285.9
CHRNA7	422.2	323.1	700.8	502
SCN7A	127.8	21.6	342.9	74
LCN3	97.5	32	32.5	50.5
GCAP8	33.9	15.3	62.6	42.8
CALCR	7.8	17.8	77.6	9.5
TNFSF8	179	34.2	45	34.9
RPS3	47932.9	40445.2	26375.5	26054.4
GABRB2	184.5	132.7	284.3	100.9
PROL1	74.2	22.3	20.4	64.9
HTR1A	103.9	240.8	58.7	229.2
101141_AT	130.7	104.5	97.3	28.9
FZD6	126.6	24.9	47.6	44
FZD7	343.8	294.8	374.3	318.4
IL18R1	356.5	693.9	274.2	307
CEP250	899.7	866	506.3	525.8
GSX1	72.5	153.1	261.8	149.9
GCSAM	134.9	162.7	115.7	159.3
PRKCI	238	218.6	213.8	242
SHC3	27.4	7.6	13.4	27.7
ETV2	63.6	142.5	170.2	244.6
RCVRN	21.7	24.1	30.9	43
HTR5A	749.1	1110.9	676	1004.6
OFA	26.1	8.3	4.5	10.3
AA517023	54.1	6.7	7	3.8
HSF2	24.3	29.5	44.6	140.6
NPN2	7.7	65.2	17.4	134.9
IGHD	653.6	762.7	423.9	721.8
ZFP2	103.3	160.3	152.2	98.5
MITF	1352.5	1116	2117.5	1796.1
CXCL2	8.6	11.6	19.8	112.6
MC1R	333.1	350.7	158.1	435.1
MYF5	8.7	7.4	8.6	8.9
RAG2	1395	1453	172.1	98.9
TNFSF4	72.2	29.3	53.2	12.1
101165_AT	1904.1	1278.7	2156.1	2920.6
ZSCAN2	35.5	22.9	158.4	39
X12807	97.8	279.7	127.2	227
Z31360	137.8	194.1	165.6	243.6
PRPH2	134.9	45	172.7	354.9
HTR1F	16.8	16.5	50.9	41.9
DVL3	167.3	88.6	97	114.6
ZFP92	79	82.3	45.5	175.7
PCTP	41.5	141.5	153	87.3
OCM	70.9	146.5	133.6	144.7
MAP3K2	170	12.3	57.2	25.4
LCN4	19.4	34.8	18.8	35.5
ACVR1B	74	217.4	389	162.7
SEMA3C	30.2	31.6	23.1	34.7
D50494	32112.6	33348.3	35159.8	33624.2
ATM	394.5	590.5	250.8	209.9
CNGA2	49.9	136.2	165.9	210.3
GLI3	45.2	42.2	178	178.7
SYT2	144.8	35.7	153.8	63.8
HSD17B3	13.5	49.8	84.9	102.6
FOXL1	686.3	1091.4	941.3	1569.4
PPNR	237.6	137.5	276.1	265.9
SERPINA5	48.6	119.6	16.6	41.3
KCNJ3	121	108.4	149	180.2
HRK	27.2	20.7	14.4	38.3
MTNR1A	128.2	28.2	18.5	20.4
DOC2B	55.1	72.4	57	45.6
LHX5	42.2	18.9	31.5	53.3
ZIK1	93.8	53.3	30.5	19.6
STRA8	12.3	13.5	63.4	13.6
MYL10	406.5	392.5	281.1	46.3
PCSK6	1216.9	1256	2144.1	2145.8
GLRP1	21.8	19.5	12.2	21.2
CPLX1	179.9	259.8	381.9	297
CMKLR1	108.4	87.6	38.3	36
CYP19A1	13.4	11.3	114.8	27.9
T25605	38.1	52.7	40.7	26.8
T25607	18.5	18.3	13.7	11.8
SRRM2	83.6	45.5	24.1	33.4
T25645	25.1	29.2	31.4	50.9
T25652	11	5.4	7.5	5.1
T25656	34.2	19.7	71.5	28.8
PPIA	61797.3	54454.6	33173.9	34570.1
SLC7A1	23.6	44.3	108.6	46.9
FCER1A	42.3	26.9	26.9	34.8
ZFP651	1558.3	1059.7	2426.1	3044.9
D7BWG0826E	11.9	6.9	10.7	7.9
RPS7	57803.8	45539	35190.3	33158
RPLP0	83023.7	69236.2	68640.9	60839.7
GAPDH	46199.5	36566.1	64192.6	56685.7
GABRA2	29	48.4	31.7	37.7
R75193	229.1	426.2	83.9	194.9
FAM46A	581.2	765.4	570.4	637.2
D7ERTD1E	90.8	101	91	97.9
101219_AT	76.7	73.3	75.1	127.2
C76628	50.8	121	146.7	110.9
RAB3IL1	276.6	388.1	290.7	429
TTC39B	662.2	1179.2	1117.5	1385.7
C77112	25.7	29.6	30	14.7
D8ERTD107E	46.3	38.3	16.2	62.8
D5ERTD102E	489.9	672	443.3	378.8
C77776	672.4	582.2	693.7	501.1
C78037	105.5	158.2	67.4	49.9
BUB3	140.5	323.6	93.7	43.6
C78228	394.9	429.7	446.8	217.1
EIF4ENIF1	50.1	21.8	127.5	252.3
101231_AT	83.4	61.2	83.4	22.3
C78532	40.7	3.2	16.1	58.3
C78616	121.8	114.5	20.3	46.5
C78704	347.5	327.5	159.2	110.7
C78782	222	212	253.8	236.7
RAN	42093.8	37862.9	23232.8	21385.3
UBB	104723	85494.6	105456	85837.4
IGH-VX24	46.9	16.9	13.3	12.3
VWA7	118.8	95.1	123.1	169.3
ARTN	340.5	138.3	366.7	584.2
AF093870	5598.9	6015.4	665.5	675.2
OLFR2	181.3	85.1	135.1	131.3
OLFR49	45.5	84	72.8	175.8
PTGDR2	967.9	1189	1132.5	1654.7
GJA8	68.7	137.9	188.9	236.1
CYP2D10	17.5	26.3	13.7	24.3
FV4	38.7	34.8	43.6	40.9
KLK1B22	336.2	326.9	207.5	316.5
GNRH1	387.4	215.7	409.4	473.3
GM5364	292.4	205.2	308.5	224.4
SNRP1C-PS2	974.3	2001.5	1833.8	1135.9
G6PD2	31.1	44.9	80	171.7
G6PDX	1035.6	1115.4	316.7	341.5
CLNS1A	727.6	746.5	318.5	448.2
OBP1B	11.5	35.7	75.3	52.3
PTPRC	13.2	7.9	7.8	7.3
PTPRC	2472.6	2489.1	287.4	299.7
H2-M1	282.2	101.5	314.7	247.9
H2-M2	1230.9	1089.1	412.2	494.5
UMPK-PS	809.6	434.1	499.2	588.8
KCND1	73.1	167.9	73	51.6
OLFR15	178.4	170.7	40.7	57.3
POU3F3	69.8	53	29.9	115.1
SAA-PS	27.2	21.8	97.5	34.8
CYP4A12B	425.5	668.9	766.6	810.9
KCNB1	42.8	146.4	388.3	357.3
SSTR3	60.8	41.6	100.5	92.2
TAL2	22.9	53.8	26.2	121.2
TCRB-J	1368.6	2332	302.2	78.1
GRIN2B	71.2	75.4	268.4	95
101313_R_AT	81.8	146	72.2	104
H2-PA	86.1	75.4	70.7	479
M19413	75.2	146.9	165.9	109.8
WNT7A	29.1	27.2	37.7	45.1
IFNAB	225.4	477.6	369.1	465.7
SSTR1	26.3	33.7	30.8	36.6
ADCK1	836	798.8	325.7	218.7
GM16710	667.4	738.3	85.3	112.5
GM16710	94.8	16.4	52.5	82.4
L24160	43	86.8	15	105.6
FBRS	101.4	360.7	158.7	125.6
LOC100046275	69.2	117.6	40.8	83.3
LCP1	686.8	532.6	308.5	274.1
PLA2G5	347.6	417.8	864.6	453.9
IGKV15-103	203.7	71.6	14.4	45.8
IGKV15-103	382.6	279.2	89.6	53.9
IGKV6-15	1236.7	1382.4	251.9	158
IGK	131.6	97.1	21.4	16.4
GALNT4	189.6	195.6	130.2	84.7
NKX2-3	72	36.5	49.5	40.6
CDK5R2	68.7	57.3	266.5	222.3
101336_AT	356.4	326.1	78.9	97.7
MOXD2	25.7	12.5	30	14.8
TRY10	591.8	454.4	242.7	290.7
GM5771	691.7	630.6	866	634.2
101340_AT	28.4	60.1	44.8	43.2
H2-M9	355.9	644.5	537.5	582.5
NOTCH2	183.3	494.4	391.3	420.3
SH2D1B1	246.6	176.9	95.2	229
CCKBR	1689.6	1432.3	1368.9	1661
EGFL8	53.4	51.4	77.7	80
IGHM	213.2	162.1	118.7	91.7
IGKV9-120	81.8	267.9	223.9	157.5
IGKV1-135	368.9	534	458.8	444.4
101349_AT	26.4	37	19.5	50.7
PLK1	1770.4	1422.3	857.2	520.3
VMN2R61	42.4	12.3	65.9	6.5
VMN2R60	211.9	247.6	197.1	353.4
VMN2R60	10.1	9.9	9.7	7.3
SLC18A3	23.6	13.6	27.1	16.4
ASCL2	506.3	820.6	464.6	147.9
TK2	461	279.3	217.4	213.2
AP2A1	403.5	308.9	917.8	698.7
PLCB3	171.3	45.9	80.7	63.8
LAMB2	1716.2	1386.9	2283.9	1866.3
MAPK9	531	405.8	251.9	319.7
ADORA2A	983.1	999.1	963.9	1095.9
ADORA2A	80.9	73.4	135.8	112.9
NVL	386.4	253.7	93.5	170.4
DCTN1	2287.2	2071	3737.6	4101.1
RHOX5	366.1	322.1	335.6	605.2
ZFP213	560.6	493.5	750.4	414
KPNA1	2182.5	2159.2	3664.6	3299.3
CPSF4	1799	1823.3	1441.9	1028.9
TRIP13	464.3	298.5	79.9	28.3
KRTAP6-1	73.1	47.7	34.5	60.9
GM10228	33.5	42.5	54.2	41.5
GM10229	346.7	142.6	242.6	273.6
ANAPC1	214.7	229.1	205.8	227.2
NUDT14	797	567	343.2	345.5
RABEP1	524.2	405.1	361	369.8
PBX2	639.8	789.8	649.9	580
TNNT1	563.7	818.7	929.5	982.6
DEGS2	699.5	523.4	706.8	322.5
MBD3	4118.6	3045.3	4131.6	3624.2
MPTX1	227.9	78.2	166.6	33.9
ACY1	668.4	705	858.9	911.1
PGK2	52.8	11.1	87.6	19.1
SCARB2	3117	3149.3	3112.3	2866.4
MUC3	67.1	121.2	12	57.1
CHMP7	1254.7	1064.3	1657.6	1350
ANXA3	955.8	960.7	986.2	1095.8
SGCG	4916.4	5083.9	9185.9	8464.4
PURB	591.3	655.6	576.8	928.3
HNF1B	20.2	32.5	60.4	55.3
SLC2A8	859.7	1074.7	1393.1	1371.6
STXBP2	1164.2	934	312.6	432.2
HSPG2	1433.6	2249.4	2188	2870
BET1	442.7	425.3	307.9	418.5
MED24	2765.2	2757.7	2896.5	3059.1
CCL25	8440.9	6861.1	828.9	693.8
CCDC115	371.3	275.6	354.7	287.8
SMARCD1	856.7	577.3	1266.9	1523.4
SULT2B1	213.1	194.5	132.6	283.6
FXN	1492.7	1185.5	1356	1256
GAMT	839.9	688.4	749.2	1051.7
EIF2D	1717.1	1304.6	1525.8	1670.6
CLDN4	574.5	588.1	277.6	381.4
SH3GL3	130.1	346.4	58.5	53.1
UBR5	21	90	63.2	79.8
LMNB2	709.4	637.8	483.1	596.3
GPANK1	181.1	126.9	215.5	37.1
GPANK1	2523.2	2264.3	1808.2	1766.1
DMRTB1	47	41.9	195.6	42
TUBB4A	835.2	832.8	828.2	1059.4
SLC32A1	56.7	7.7	12.6	20.8
RNF5	2773.9	2152.7	2394.2	2691.3
FNBP4	837.4	893.6	845.4	645.4
DDX46	744.1	994.9	504.6	559.7
NMI	310.5	399.3	190.4	38.1
GSS	1141.5	1528.5	1216.3	1241.3
CERK	1658.8	1293.5	779.5	753.5
ACE	45.3	52.3	33.1	21.7
DDIT3	640.8	979.6	1113.6	915.7
SOX4	4290.2	4387.4	1426.9	1594.6
RDH5	87.3	66.2	162.5	160.8
TRP53I13	685.3	649.5	465.1	707.9
MR1	1544.7	1721.3	470.7	411.6
PALM2	681.5	531.6	408.7	399.4
CXCL9	612.1	509.3	59.2	84
SLK	517.1	390.8	520.3	363.9
ARL6	801.6	535.8	696.1	722.6
MACROD2	549.3	553.7	528.9	535.1
ITPR2	5893.4	6757.5	2878.2	4239.9
ITPR2	1594	1271.6	1289.3	1411
PLEKHH1	82.2	109.5	85.9	192.7
THUMPD3	1574.8	1593.7	921.4	1208.9
DNMT1	5117.2	4532.9	1279.5	1511.1
TPD52L1	226.5	187.8	352.3	296
APC	592.6	468.4	486.7	627.7
HGS	5631.3	4985.1	6627.5	7394.9
TRIM41	802.2	756.1	669.4	711.5
CSF1	1468.2	2269.5	2658.2	3916.8
PEG3	311.1	284.8	733.9	855
MIA	184.6	268.1	77.9	186.6
UMPS	111.2	41.1	168.5	69.9
ZFP106	2080.9	2732.7	2421.5	3228.7
JAK2	1151.9	1256	1133.3	782.5
WEE1	797.9	721.6	791.7	685.9
CHD1	3267.2	4179.4	1163.9	1177.3
PJA1	6242.8	6152.1	5349.5	5721.5
PJA1	184.9	138.8	202.9	170.9
APOC4	41.7	89.5	44.2	57.7
TIMP1	1798.9	2395.3	1414.6	1611.1
STAT1	1606.4	1667	634	635.3
PIGF	233.2	346.5	224.1	234.3
S100B	209.5	125.7	171.8	222.9
CFP	703.1	672.4	419.1	460.8
NEDD9	929.5	1247.1	810.4	1169.9
WDR78	1090	1306.5	252.7	284
PKLR	33.9	44.4	47.7	47.8
PKLR	58.4	488.2	885.3	965.9
NNMT	298.9	259.4	164.7	172.2
MBL1	19.3	33.9	62.3	39.4
BMI1	4595.2	5425.9	8373.6	6416.2
PABPN1	3965.9	3368.1	2897.3	2467.1
DNAL4	614.4	637	939	670.3
RNF34	978.4	690	708.6	935.9
PPP1CC	5824.5	7142.2	4498.2	4631.2
CCNDBP1	5730.2	5475.9	5489.9	4932
NBR1	4104.4	3226.3	3209.6	6130.8
EIF4A3	11084.2	6775.6	5018.9	3986.1
PSMB10	7091.1	6038.4	3960.7	3841.7
LY6E	65942.3	52476.9	35736.3	32662.2
LY6E	248.3	197.8	143.7	257.2
AMD2	8107.5	8361.8	10115.8	10519.4
ISCA1	7583.4	8026.9	14418.3	16359.2
PIN1	927.5	962.6	939.8	840.1
AFP	86.6	158.6	157.3	42.3
AFP	62	186.2	47	65.2
CD81	8479.5	7962.5	12723.7	9950.1
IMPA1	2257.1	3263	1595.6	1707.9
ILK	2570.2	2038.3	2675.9	2379
EPB4.1L2	492.2	429.8	502.3	441.1
IMPACT	284.2	436.4	340.4	285.8
TGIF1	1356.4	1414.2	763.7	605.7
DPYSL3	215.3	252	158.8	449.7
TBC1D20	1586.8	2078	1829.2	2370.5
SNRPA1	1480.2	2014.1	664.4	531.3
SCNM1	849.6	494.8	593.6	720.5
KHDRBS1	618.9	608	563.7	476.2
VBP1	10185.1	10749.3	8544.9	8603.6
PSME1	9673.7	8416.5	7649.3	7721.6
SSR4	10.5	8.1	117.8	39.5
PFDN5	200.6	366.3	278.1	370.5
TRAPPC3	1755.3	1868.1	1571.4	1727.8
ACOX1	1441.1	1222.6	3069.5	3038.4
CD59A	3170	2353.9	6610.8	5593.1
TEX261	2329.6	2428.8	3734	3500.5
IFT20	537	499.2	439.4	371.2
SRP14	10057.1	8264.6	11093.7	10190.2
SPATA6	1619.2	1974.9	754.1	922.7
BIRC5	2078.9	1770	425.6	294.1
TM4SF1	166.6	154.8	115.6	302.3
GM6793	19281.7	22872.3	8705.4	7566.7
HNRNPA3	806.5	810	374.9	272.6
NDUFB10	32733.8	27703.1	50132.9	42463.3
MSX1	447.3	447.5	312.1	651
TCEA1	3648.3	3521.1	3650.7	3947.3
TCEA1	1592.4	1646.7	1586.8	1517
TCEA1	1164.6	1330.3	1113	1182.6
EFTUD2	1825.3	2154	1221	1071
ALDOB	299.2	557.9	636.1	316.5
ALDOB	95.6	154.2	55.3	60.7
TNP2	197.8	92.1	141.6	179.3
NCOR1	1934.3	2960.7	2537.5	2241.8
CES1C	18.2	21.7	102.8	14.5
CES1D	4310.9	3261.5	6687.7	6061.1
CES1D	6936.1	6191.9	8369.5	8444.1
TDG	3102.2	3272.9	1510.3	1906.1
AA824072	89.5	75.4	197.9	277.8
DDX3X	5036.4	5672	3816.7	4165.6
TUBA1C	41287.1	32845.3	23490.7	27433.4
NEU1	348.9	415.9	459.1	431.2
SYNJ2BP	643.2	679.8	486.7	416.5
TES	9	22	75.9	90
TES	367.1	466.9	69.3	190.4
SLC34A1	167.9	251.9	317.1	201.7
FGA	31.7	81.3	144.3	51.1
NFKBIA	7480.5	5741.4	5955.7	3458.9
RAC1	23276.4	17585.7	33874	24227.4
BCKDK	5453	3896.1	6632.6	6158.1
PSMB5	10169.7	10062.4	10493.6	9214.9
EMB	838.4	831	336.4	86.5
MT2	7878.5	6976.3	10362.7	11520.6
HSPA14	1210.7	933.6	603.7	533.9
CNOT7	444.6	560.8	437.1	422.3
SERPINA1C	1151.6	1228.6	633.6	1222.6
MUP19	470.2	664.9	127.6	191.8
PROSC	423.9	321.2	574.7	501.9
PROSC	1284.2	1127.4	1842.1	1493.9
KRT71	348.6	613	454.7	629.7
IGFBP4	36.7	56.7	17.1	46.2
IGFBP4	1821.6	1595.4	3227.9	2810.1
SERPINA1A	313.3	147.8	241.2	57.7
RPL27A	40502.2	40994.9	28099.9	32550
SERPINA1E	647.2	655.4	370.4	468.1
SERPINA1C	557.8	392.6	353.1	216.5
SERPINA1D	970	899.2	616.3	447.6
GM16409	78646.4	67336.6	50170.3	67962
ACTB	1552.3	3078.2	4061.6	4511.6
SRP9	2152.5	2027	2443.1	2203.1
COX7B	28509.9	25364.6	38935.6	37131
UBE3A	1793.1	2034.2	1337	1015.6
GNL2	862.6	683.1	780.8	598.1
BTG2	6261.2	5889.1	5402.6	5486
RSU1	1703	1605.6	1996.2	1636.8
PGRMC1	3217.7	3527.3	2684.6	2222.8
EPHX1	2214.2	2104.1	1964.5	2331.1
SLC16A1	1075.3	1078.9	1178.9	1156.8
HMGN2-PS1	8644.4	9933	2490	2500.9
LAMP2	5510.5	7196.4	6242.4	7663
XPNPEP1	1712.6	2168.8	2355.1	2137.5
CRIP2	10767.4	6101.1	42143.1	19022.5
101595_AT	209.2	240.9	251	289.1
C78859	9.5	25	162.9	156.3
D12ERTD216E	37.5	109.7	85.1	122.5
C78889	50	51.3	42.2	78.9
C030018P15RIK	77.9	49.9	155.9	96.1
C79015	242.6	459	406.5	480
DXERTD223E	133.8	53.2	9.9	76
C79108	585.9	871.3	567.3	859.6
C79108	437.3	569.9	242.1	295.7
101604_AT	29.7	5.5	4.6	5.3
D3ERTD246E	83.8	61.1	114.7	29.9
D1ERTD259E	196.2	360.9	294.5	234
C80068	497.6	592.2	567.8	495.2
C80360	39.1	42.4	37.3	25.2
SLC5A11	54.4	243.6	288.6	167.3
OXSM	37.2	32.7	34.9	23.7
D11ERTD326E	209.4	300.1	419.7	489.1
C81600	26.8	53.8	61.2	57.2
GM2717	163.9	282.4	221.3	194.2
AA672648	77.1	11.3	96.4	142.6
AA673515	51	33.9	146.2	89
IGKV16-104	691.7	568.2	98.5	261.3
TRP53-PS	385.3	421.9	193	226.5
TRP53-PS	846	1229.2	1517.9	1001.8
IFNA6	6.7	8	7.7	7
GP1BA	10.8	15.2	9.7	38.1
SCGB1B2	766.5	797.4	714.6	629.6
ALX4	172.3	180.7	154.3	135.1
SLC16A8	329.7	339.1	209.7	500
KCNS1	46.9	130.9	68.5	119.3
KCNS2	275.7	337	216.2	268.1
ADAM7	106.3	89.5	90.1	138.3
PLD1	92.9	155	204	175.3
PLD1	113.7	191.1	306	182.2
STX1B	99.1	19.4	4	90.2
VMN2R-PS159	84.1	46.2	138.2	205.5
SOX11	241.7	181	97	115.7
TNFRSF11A	207	287.9	213.6	358.9
IGK	1710.3	1652.3	378.8	228.8
NPM1	20704.2	18078.2	8840.2	7675.7
MUP5	234	300	191.2	45.7
MUCL1	13.7	56.5	112.8	154.9
CEACAM10	125.5	111.3	32.3	101.5
CYP3A16	17.3	10.4	17.7	9.8
CYP3A16	20.9	14.7	9.5	80
IGKV4-59	3147.3	2280.7	327.6	507.9
M86751	295.6	164.5	115.6	55.8
J02644	73.4	125.8	150.9	161.2
STX1B	53	71.3	111.4	87.9
VMN2R-PS159	42	27.5	135.3	45.3
VMN2R89	155.1	72.9	113	74.6
PIGQ	135.3	158.3	101.6	38.3
ADK	214.5	356.7	239.4	152.8
FOXD4	15.9	73.3	52.3	85.9
PIP5K1B	74.6	47.1	121.5	90.9
PCDHAC2	75.4	217.7	92.7	113.7
CNTFR	141.7	345.4	228.1	244.1
H2-D4	32.7	18.5	19.8	20.9
H2-D4	2337.4	2792.9	939.6	1060
HIST1H2BB	13.3	22.3	39.8	32.1
ZFP94	60	119.1	68.2	61.1
IGK-V1	715.4	438.6	398.9	338.3
BMP8B	80.7	45.1	156	99.5
H2-Q8	1983.3	1548.8	918.9	1022.7
HSD3B2	26.6	71.1	133.4	152.6
